TURNING MOVEMENT COUNTS REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,4/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-South Streetname:,High St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East-West Streetname:,Macarthur Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest-Northeast Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast-Northwest Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City:,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State:,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection Firm:,"Quality Counts, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job Number:,12484303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count Methodology:,videotaped and manually compiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File Path:,\\PWAFILE2\Databases\Traffic_Counts\Data (formatted)\Turning Movement Counts\High St Signal Timing\PM\12484303 - High St -- Macarthur Blvd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,SB U-Turn,SB RTOR,WB Left,WB Thru,WB Right,WB U-Turn,WB RTOR,NB Left,NB Thru,NB Right,NB U-Turn,NB RTOR,EB Left,EB Thru,EB Right,EB U-Turn,EB RTOR,,,,,,,,,,,,,,,,,,,,,Total,Hourly Totals
5:00 PM,11,16,1,0,0,27,21,3,0,0,9,30,26,0,0,3,36,13,0,0,,,,,,,,,,,,,,,,,,,,,196,
5:05 PM,10,19,2,0,0,28,22,6,0,0,16,21,42,0,0,0,26,16,0,0,,,,,,,,,,,,,,,,,,,,,208,
5:10 PM,7,13,3,0,0,36,26,1,1,0,12,24,30,0,0,2,32,9,0,0,,,,,,,,,,,,,,,,,,,,,196,
5:15 PM,11,22,2,0,0,31,17,4,0,0,10,22,37,0,0,2,50,11,0,0,,,,,,,,,,,,,,,,,,,,,219,
5:20 PM,7,22,5,0,0,28,27,1,0,0,15,25,31,0,0,5,25,15,0,0,,,,,,,,,,,,,,,,,,,,,206,
5:25 PM,8,22,3,0,0,36,25,6,0,0,15,21,33,0,0,1,36,14,0,0,,,,,,,,,,,,,,,,,,,,,220,
5:30 PM,6,21,2,0,0,29,29,5,0,0,11,21,28,0,0,5,34,19,0,0,,,,,,,,,,,,,,,,,,,,,210,
5:35 PM,15,22,2,0,0,17,20,4,0,0,14,30,32,0,0,6,41,9,0,0,,,,,,,,,,,,,,,,,,,,,212,
5:40 PM,9,24,6,0,0,31,34,5,0,0,15,29,22,0,0,5,24,10,0,0,,,,,,,,,,,,,,,,,,,,,214,
5:45 PM,8,14,0,0,0,28,27,5,0,0,14,19,25,0,0,2,20,6,0,0,,,,,,,,,,,,,,,,,,,,,168,
5:50 PM,7,15,2,0,0,34,25,5,0,0,6,29,27,0,0,2,34,18,0,0,,,,,,,,,,,,,,,,,,,,,204,
5:55 PM,8,18,1,0,0,25,30,2,0,0,20,24,26,0,0,5,37,18,0,0,,,,,,,,,,,,,,,,,,,,,214,2467
6:00 PM,9,26,2,0,0,31,35,4,0,0,13,31,18,0,0,3,26,6,0,0,,,,,,,,,,,,,,,,,,,,,204,2475
6:05 PM,11,24,2,0,0,25,20,2,0,0,15,14,33,0,0,4,47,10,0,0,,,,,,,,,,,,,,,,,,,,,207,2474
6:10 PM,12,29,2,0,0,18,24,4,0,0,9,28,27,0,0,3,47,21,0,0,,,,,,,,,,,,,,,,,,,,,224,2502
6:15 PM,8,20,1,0,0,22,13,2,0,0,12,11,24,0,0,1,32,18,0,0,,,,,,,,,,,,,,,,,,,,,164,2447
6:20 PM,8,16,0,0,0,33,22,2,0,0,13,30,29,0,0,0,30,17,0,0,,,,,,,,,,,,,,,,,,,,,200,2441
6:25 PM,7,12,1,0,0,32,33,3,0,0,9,15,29,0,0,5,25,7,0,0,,,,,,,,,,,,,,,,,,,,,178,2399
6:30 PM,10,11,1,0,0,26,19,3,0,0,12,21,25,0,0,0,31,7,0,0,,,,,,,,,,,,,,,,,,,,,166,2355
6:35 PM,12,17,0,0,0,19,19,2,0,0,11,25,27,0,0,0,22,12,0,0,,,,,,,,,,,,,,,,,,,,,166,2309
6:40 PM,5,14,2,0,0,25,27,4,0,0,14,24,28,0,0,2,40,5,0,0,,,,,,,,,,,,,,,,,,,,,190,2285
6:45 PM,12,12,0,0,0,26,15,2,0,0,9,17,27,0,0,5,27,10,0,0,,,,,,,,,,,,,,,,,,,,,162,2279
6:50 PM,4,20,1,0,0,21,20,5,0,0,15,24,23,0,0,3,27,9,0,0,,,,,,,,,,,,,,,,,,,,,172,2247
6:55 PM,4,11,3,0,0,21,31,3,0,0,13,20,28,0,0,3,24,8,0,0,,,,,,,,,,,,,,,,,,,,,169,2202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAVY-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,WB Left,WB Thru,WB Right,NB Left,NB Thru,NB Right,EB Left,EB Thru,EB Right,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,
5:00 PM,0,0,0,0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
5:05 PM,0,0,0,1,1,0,1,0,1,0,2,0,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
5:10 PM,0,0,0,1,1,0,0,0,0,0,2,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
5:15 PM,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
5:20 PM,0,0,0,1,0,0,1,0,0,0,3,2,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
5:25 PM,0,0,0,0,2,0,0,0,0,0,1,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
5:30 PM,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5:35 PM,0,1,0,0,2,0,0,0,0,0,1,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
5:40 PM,0,0,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
5:45 PM,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
5:50 PM,0,0,0,0,2,0,0,0,0,0,2,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
5:55 PM,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6:00 PM,0,0,0,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6:05 PM,0,0,0,0,2,0,1,0,1,0,0,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6:10 PM,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
6:15 PM,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6:20 PM,0,0,0,0,1,0,1,1,1,0,3,0,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
6:25 PM,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
6:30 PM,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6:35 PM,0,0,0,0,1,0,0,0,0,0,2,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6:40 PM,0,0,0,0,1,0,0,0,1,0,2,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6:45 PM,0,1,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6:50 PM,0,0,0,1,1,0,1,0,0,0,1,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6:55 PM,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDESTRIAN VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,North,East,South,West,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:00 PM,0,6,1,1,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:05 PM,0,8,0,1,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:10 PM,4,1,2,2,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:15 PM,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:20 PM,3,1,0,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:25 PM,6,6,3,4,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:30 PM,3,1,0,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:35 PM,0,1,1,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:40 PM,2,12,1,1,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:45 PM,0,5,0,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:50 PM,1,1,2,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:55 PM,0,9,5,0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:00 PM,0,0,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:05 PM,3,6,0,1,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:10 PM,0,2,3,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:15 PM,2,0,0,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
