TURNING MOVEMENT COUNTS REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,4/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-South Streetname:,High St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East-West Streetname:,Santa Rita St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest-Northeast Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast-Northwest Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City:,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State:,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection Firm:,"Quality Counts, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job Number:,12484304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count Methodology:,videotaped and manually compiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File Path:,\\PWAFILE2\Databases\Traffic_Counts\Data (formatted)\Turning Movement Counts\High St Signal Timing\AM\12484304 - High St -- Santa Rita St.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,SB U-Turn,SB RTOR,WB Left,WB Thru,WB Right,WB U-Turn,WB RTOR,NB Left,NB Thru,NB Right,NB U-Turn,NB RTOR,EB Left,EB Thru,EB Right,EB U-Turn,EB RTOR,,,,,,,,,,,,,,,,,,,,,Total,Hourly Totals
7:00 AM,0,41,0,0,0,0,0,0,0,0,2,33,0,0,0,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,82,
7:05 AM,0,31,0,0,0,0,0,0,0,0,0,26,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,63,
7:10 AM,0,49,2,0,0,0,0,0,0,0,0,33,0,0,0,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,89,
7:15 AM,0,44,1,0,0,0,0,0,0,0,0,43,0,0,0,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,97,
7:20 AM,0,60,3,0,0,0,0,0,0,0,1,37,0,0,0,10,0,2,0,0,,,,,,,,,,,,,,,,,,,,,113,
7:25 AM,0,53,4,0,0,0,0,0,0,0,0,44,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,105,
7:30 AM,0,40,4,0,0,0,0,0,0,0,0,41,0,0,0,6,0,1,0,0,,,,,,,,,,,,,,,,,,,,,92,
7:35 AM,0,57,4,0,0,0,0,0,0,0,0,33,0,0,0,7,0,1,0,0,,,,,,,,,,,,,,,,,,,,,102,
7:40 AM,0,78,4,0,0,0,0,0,0,0,1,48,0,0,0,8,0,4,0,0,,,,,,,,,,,,,,,,,,,,,143,
7:45 AM,0,61,3,0,0,0,0,0,0,0,2,43,0,0,0,9,0,4,0,0,,,,,,,,,,,,,,,,,,,,,122,
7:50 AM,0,58,2,0,0,0,0,0,0,0,2,46,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,110,
7:55 AM,0,69,7,0,0,0,0,0,0,0,2,41,0,0,0,12,0,4,0,0,,,,,,,,,,,,,,,,,,,,,135,1253
8:00 AM,0,44,4,0,0,0,0,0,0,0,1,45,0,0,0,8,0,5,0,0,,,,,,,,,,,,,,,,,,,,,107,1278
8:05 AM,0,65,7,0,0,0,0,0,0,0,4,52,0,0,0,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,137,1352
8:10 AM,0,80,1,0,0,0,0,0,0,0,2,55,0,0,0,7,0,4,0,0,,,,,,,,,,,,,,,,,,,,,149,1412
8:15 AM,0,56,5,0,0,0,0,0,0,0,6,70,0,0,0,5,0,5,0,0,,,,,,,,,,,,,,,,,,,,,147,1462
8:20 AM,0,60,11,0,0,0,0,0,0,0,3,31,0,0,0,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,110,1459
8:25 AM,0,64,6,0,0,0,0,0,0,0,4,59,0,0,0,6,0,5,0,0,,,,,,,,,,,,,,,,,,,,,144,1498
8:30 AM,0,69,4,0,0,0,0,0,0,0,3,52,0,0,0,4,0,2,0,0,,,,,,,,,,,,,,,,,,,,,134,1540
8:35 AM,0,67,6,0,0,0,0,0,0,0,0,38,0,0,0,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,117,1555
8:40 AM,0,63,5,0,0,0,0,0,0,0,2,29,0,0,0,4,0,3,0,0,,,,,,,,,,,,,,,,,,,,,106,1518
8:45 AM,0,74,3,0,0,0,0,0,0,0,1,40,0,0,0,6,0,3,0,0,,,,,,,,,,,,,,,,,,,,,127,1523
8:50 AM,0,56,4,0,0,0,0,0,0,0,0,51,0,0,0,8,0,2,0,0,,,,,,,,,,,,,,,,,,,,,121,1534
8:55 AM,0,49,1,0,0,0,0,0,0,0,2,45,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,100,1499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAVY-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,WB Left,WB Thru,WB Right,NB Left,NB Thru,NB Right,EB Left,EB Thru,EB Right,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,
7:00 AM,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
7:05 AM,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
7:10 AM,0,1,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
7:15 AM,0,1,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
7:20 AM,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7:25 AM,0,2,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
7:30 AM,0,1,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
7:35 AM,0,2,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
7:40 AM,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
7:45 AM,0,2,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
7:50 AM,0,1,0,0,0,0,1,5,0,0,0,0,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
7:55 AM,0,1,1,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
8:00 AM,0,1,0,0,0,0,0,4,0,1,0,0,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
8:05 AM,0,2,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
8:10 AM,0,2,0,0,0,0,0,2,0,1,0,0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
8:15 AM,0,2,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
8:20 AM,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
8:25 AM,0,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
8:30 AM,0,2,0,0,0,0,0,6,0,0,0,1,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
8:35 AM,0,1,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
8:40 AM,0,4,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
8:45 AM,0,1,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
8:50 AM,0,3,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
8:55 AM,0,1,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDESTRIAN VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,North,East,South,West,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:00 AM,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:05 AM,1,0,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:10 AM,2,0,0,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15 AM,2,0,0,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:20 AM,1,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:25 AM,2,0,0,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:30 AM,0,0,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:35 AM,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:40 AM,1,0,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:45 AM,1,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:50 AM,4,0,0,3,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:55 AM,1,0,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:00 AM,4,0,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:05 AM,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:10 AM,0,0,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:15 AM,4,0,0,2,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
