http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Union,x,x,17:00-18:00,,,,,,,,,,,,,110,110,110,110,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Clay,x,x,17:00-18:00,,,,,,,,,,,,,237.5,237.5,237.5,237.5,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Broadway,x,x,17:00-18:00,,,,,,,,,,,,,70,70,70,70,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Sacramento,x,x,17:00-18:00,,,,,,,,,,,,,160,160,160,160,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and California,x,x,17:00-18:00,,,,,,,,,,,,,230,230,230,230,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Pine,x,x,17:00-18:00,,,,,,,,,,,,,140,140,140,140,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Bush,x,x,17:00-18:00,,,,,,,,,,,,,140,140,140,140,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Sutter,x,x,17:00-18:00,,,,,,,,,,,,,145,145,145,145,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Post,x,x,17:00-18:00,,,,,,,,,,,,,150,150,150,150,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Geary,x,x,17:00-18:00,,,,,,,,,,,,,285,285,285,285,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and O'Farrell,x,x,17:00-18:00,,,,,,,,,,,,,255,255,255,255,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Ellis,x,x,17:00-18:00,,,,,,,,,,,,,280,280,280,280,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Eddy,x,x,17:00-18:00,,,,,,,,,,,,,280,280,280,280,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Turk,x,x,17:00-18:00,,,,,,,,,,,,,280,280,280,280,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Golden Gate,x,x,17:00-18:00,,,,,,,,,,,,,290,290,290,290,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and McAllister,x,x,17:00-18:00,,,,,,,,,,,,,300,300,300,300,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Grove,x,x,17:00-18:00,,,,,,,,,,,,,467.5,467.5,467.5,467.5,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Hayes,x,x,17:00-18:00,,,,,,,,,,,,,167.5,167.5,167.5,167.5,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Fell,x,x,17:00-18:00,,,,,,,,,,,,,337.5,337.5,337.5,337.5,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Oak,x,x,17:00-18:00,,,,,,,,,,,,,217.5,217.5,217.5,217.5,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Market,x,x,17:00-18:00,,,,,,,,,,,,,570,570,570,570,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,South Van Ness and Mission,x,x,17:00-18:00,,,,,,,,,,,,,220,220,220,220,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Mission and Duboce,x,x,17:00-18:00,,,,,,,,,,,,,265,265,265,265,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Broadway and Grant,x,x,10:00-12:00,,,,,,,,,,,,,145.5,145.5,145.5,145.5,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Columbus and Broadway,x,x,10:00-12:00,,,,,,,,,,,,,438.25,438.25,438.25,438.25,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Columbus and Jackson,x,x,10:00-12:00,,,,,,,,,,,,,200,200,200,200,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Columbus and Stockton,x,x,10:00-12:00,,,,,,,,,,,,,542.75,542.75,542.75,542.75,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Columbus and Vallejo,x,x,10:00-12:00,,,,,,,,,,,,,240.25,240.25,240.25,240.25,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Grant and Jackson,x,x,10:00-12:00,,,,,,,,,,,,,707,707,707,707,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Kearny and Broadway,x,x,10:00-12:00,,,,,,,,,,,,,149,149,149,149,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Kearny and Clay,x,x,10:00-12:00,,,,,,,,,,,,,614.5,614.5,614.5,614.5,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Kearny and Jackson,x,x,10:00-12:00,,,,,,,,,,,,,335.75,335.75,335.75,335.75,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Mason and Washington,x,x,10:00-12:00,,,,,,,,,,,,,118,118,118,118,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Montgomery and Clay,x,x,10:00-12:00,,,,,,,,,,,,,506,506,506,506,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Powell and Broadway,x,x,10:00-12:00,,,,,,,,,,,,,337.5,337.5,337.5,337.5,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Powell and Pacific,x,x,10:00-12:00,,,,,,,,,,,,,349.5,349.5,349.5,349.5,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Powell and Washington,x,x,10:00-12:00,,,,,,,,,,,,,274.5,274.5,274.5,274.5,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Sacramento and Kearny,x,x,10:00-12:00,,,,,,,,,,,,,408,408,408,408,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Stockton and Broadway,x,x,10:00-12:00,,,,,,,,,,,,,1943.75,1943.75,1943.75,1943.75,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Stockton and Clay,x,x,10:00-12:00,,,,,,,,,,,,,979.5,979.5,979.5,979.5,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Stockton and Jackson,x,x,10:00-12:00,,,,,,,,,,,,,1772.5,1772.5,1772.5,1772.5,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Stockton and Pacific,x,x,10:00-12:00,,,,,,,,,,,,,1971,1971,1971,1971,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Stockton and Sacramento,x,x,10:00-12:00,,,,,,,,,,,,,385.75,385.75,385.75,385.75,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Stockton and Vallejo,x,x,10:00-12:00,,,,,,,,,,,,,875,875,875,875,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Stockton and Washington,x,x,10:00-12:00,,,,,,,,,,,,,1013.75,1013.75,1013.75,1013.75,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Broadway and Grant,x,x,15:00-17:00,,,,,,,,,,,,,182.5,182.5,182.5,182.5,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Columbus and Broadway,x,x,15:00-17:00,,,,,,,,,,,,,662.25,662.25,662.25,662.25,
http://sf.streetsblog.org/wp-content/upload1/ChinatownPedestrianNeedsAssessment_Final.pdf,Columbus and Jackson,x,x,15:00-17:00,,,,,,,,,,,,,209.75,209.75,209.75,209.75,
