3,37.7382446706473,-122.1688619830542,http://www.oaklandbikemaps.info/counts/location_pdf/3.pdf,105th Ave &amp; Graffian St
4,37.74153129569675,-122.1569034838504,http://www.oaklandbikemaps.info/counts/location_pdf/4.pdf,106th Ave &amp; Bancroft Ave
5,37.74464170410082,-122.1495414024998,http://www.oaklandbikemaps.info/counts/location_pdf/5.pdf,106th Ave &amp; Foothill Blvd
6,37.74178580325427,-122.1506402101989,http://www.oaklandbikemaps.info/counts/location_pdf/6.pdf,108th Ave &amp; MacArthur Blvd
7,37.80785038208308,-122.2925888581124,http://www.oaklandbikemaps.info/counts/location_pdf/7.pdf,10th St &amp; Mandela Pkwy
8,37.80226012762859,-122.2724933987557,http://www.oaklandbikemaps.info/counts/location_pdf/8.pdf,11th St &amp; Broadway
9,37.80518193037575,-122.2799337117781,http://www.oaklandbikemaps.info/counts/location_pdf/9.pdf,11th St &amp; Brush St
10,37.79993018731588,-122.2665407176239,http://www.oaklandbikemaps.info/counts/location_pdf/10.pdf,11th St &amp; Jackson St
11,37.7994714035969,-122.2653528216365,http://www.oaklandbikemaps.info/counts/location_pdf/11.pdf,11th St &amp; Madison St
12,37.77554966869445,-122.2231413808845,http://www.oaklandbikemaps.info/counts/location_pdf/12.pdf,35th Ave &amp; E 12th St
13,37.77495712974664,-122.2223602604556,http://www.oaklandbikemaps.info/counts/location_pdf/13.pdf,36th Ave &amp; E 12th St
14,37.77413066547798,-122.2217034997762,http://www.oaklandbikemaps.info/counts/location_pdf/14.pdf,37th Ave &amp; E 12th St
15,37.80588700245924,-122.2794901674756,http://www.oaklandbikemaps.info/counts/location_pdf/15.pdf,12th St &amp; Brush St
16,37.77635313868194,-122.2265185334778,http://www.oaklandbikemaps.info/counts/location_pdf/16.pdf,E 12th St &amp; Fruitvale Ave
17,37.79090437997287,-122.2440122133613,http://www.oaklandbikemaps.info/counts/location_pdf/17.pdf,14th Ave &amp; Foothill Blvd
18,37.80011724338651,-122.2274917175267,http://www.oaklandbikemaps.info/counts/location_pdf/18.pdf,14th Ave &amp; E 33rd St
19,37.80721977063681,-122.2786790961721,http://www.oaklandbikemaps.info/counts/location_pdf/19.pdf,14th St &amp; Brush St
20,37.80819376910434,-122.2808922250008,http://www.oaklandbikemaps.info/counts/location_pdf/20.pdf,14th St &amp; Market St
21,37.80288880136016,-122.264686313763,http://www.oaklandbikemaps.info/counts/location_pdf/21.pdf,15th St &amp; Jackson St
22,37.78409937156184,-122.2432559001263,http://www.oaklandbikemaps.info/counts/location_pdf/22.pdf,16th Ave &amp; Embarcadero
23,37.79001518180726,-122.2426142628214,http://www.oaklandbikemaps.info/counts/location_pdf/23.pdf,16th Ave &amp; Foothill Blvd
24,37.80968809013344,-122.2803429609038,http://www.oaklandbikemaps.info/counts/location_pdf/24.pdf,16th St &amp; Market St
25,37.80612334799901,-122.2704478309666,http://www.oaklandbikemaps.info/counts/location_pdf/25.pdf,16th St &amp; Telegraph Ave
26,37.80684225882254,-122.2702693687965,http://www.oaklandbikemaps.info/counts/location_pdf/26.pdf,17th St &amp; Telegraph Ave
27,37.8097795224005,-122.2766475267716,http://www.oaklandbikemaps.info/counts/location_pdf/27.pdf,18th St &amp; Brush St &amp; I-880 SB Off-Ramp
