http://records.oaklandnet.com/request/1025,Broadway  Telegraph Ave  15th St  Oakland,x,2013-01-24,08:00-09:00,,,,,,,,,,,,,13,87,97,31,,,,,37.805286,-122.270545
http://records.oaklandnet.com/request/1025,Broadway  Telegraph Ave  15th St  Oakland,x,2013-01-24,16:50-17:50,,,,,,,,,,,,,0,152,125,0,,,,,37.805286,-122.270545
http://records.oaklandnet.com/request/1025,Telegraph Ave  16th St  Oakland,x,2013-01-24,07:55-08:55,,,,,,,,,,,,,17,26,77,60,,,,,37.806108,-122.270470
http://records.oaklandnet.com/request/1025,Telegraph Ave  16th St  Oakland,x,2013-01-24,16:40-17:40,,,,,,,,,,,,,31,58,123,38,,,,,37.806108,-122.270470
http://records.oaklandnet.com/request/1025,Broadway  19th St  Oakland,x,2013-01-24,08:00-09:00,,,,,,,,,,,,,39,171,55,69,,,,,37.807787,-122.269043
http://records.oaklandnet.com/request/1025,Broadway  19th St  Oakland,x,2013-01-24,16:30-17:30,,,,,,,,,,,,,75,187,101,128,,,,,37.807787,-122.269043
http://records.oaklandnet.com/request/1025,Broadway  17th St  Oakland,x,2013-01-24,08:00-09:00,,,,,,,,,,,,,34,152,58,70,,,,,37.806655,-122.269751
http://records.oaklandnet.com/request/1025,Broadway  17th St  Oakland,x,2013-01-24,17:00-18:00,,,,,,,,,,,,,75,181,67,98,,,,,37.806655,-122.269751
http://records.oaklandnet.com/request/1025,Broadway  16th St  Oakland,x,2013-01-24,07:55-08:55,,,,,,,,,,,,,47,1,0,0,,,,,37.805973,-122.270159
http://records.oaklandnet.com/request/1025,Broadway  16th St  Oakland,x,2013-01-24,16:30-17:30,,,,,,,,,,,,,83,0,0,0,,,,,37.805973,-122.270159
http://records.oaklandnet.com/request/1025,Telegraph Ave  16th St  Oakland,x,2013-09-10,16:50-17:50,,,,,,,,,,,,,24,4,91,103,,,,,37.806108,-122.270470
http://records.oaklandnet.com/request/1025,Broadway  Telegraph Ave  15th St  Oakland,x,2013-09-10,07:55-08:55,,,,,,,,,,,,,0,115,95,0,,,,,37.805303,-122.270615
http://records.oaklandnet.com/request/1025,Broadway  Telegraph Ave  15th St  Oakland,x,2013-09-10,16:10-17:10,,,,,,,,,,,,,2,223,152,8,,,,,37.805303,-122.270615
http://records.oaklandnet.com/request/1025,Telegraph Ave  17th St  Oakland,x,2013-09-10,08:00-09:00,,,,,,,,,,,,,42,48,51,70,,,,,37.806824,-122.270277
http://records.oaklandnet.com/request/1025,Telegraph Ave  17th St  Oakland,x,2013-09-10,16:50-17:50,,,,,,,,,,,,,74,93,77,146,,,,,37.806824,-122.270277
http://records.oaklandnet.com/request/1025,Telegraph Ave  18th St  Oakland,x,2013-09-10,07:40-08:40,,,,,,,,,,,,,1,41,217,224,,,,,37.807592,-122.270083
http://records.oaklandnet.com/request/1025,Telegraph Ave  18th St  Oakland,x,2013-09-10,16:50-17:50,,,,,,,,,,,,,2,128,129,138,,,,,37.807592,-122.270083
http://records.oaklandnet.com/request/1025,Telegraph Ave  19th St  Oakland,x,2013-09-10,07:45-08:45,,,,,,,,,,,,,15,54,72,75,,,,,37.808202,-122.269939
http://records.oaklandnet.com/request/1025,Telegraph Ave  19th St  Oakland,x,2013-09-10,16:30-17:30,,,,,,,,,,,,,29,120,79,102,,,,,37.808202,-122.269939
http://records.oaklandnet.com/request/1025,Broadway  19th St  Oakland,x,2013-09-10,07:55-08:55,,,,,,,,,,,,,55,148,80,70,,,,,37.807787,-122.269043
http://records.oaklandnet.com/request/1025,Broadway  19th St  Oakland,x,2013-09-10,16:15-17:15,,,,,,,,,,,,,53,164,123,114,,,,,37.807787,-122.269043
http://records.oaklandnet.com/request/1025,Broadway  17th St  Oakland,x,2013-09-10,08:00-09:00,,,,,,,,,,,,,46,97,56,73,,,,,37.806655,-122.269751
http://records.oaklandnet.com/request/1025,Broadway  17th St  Oakland,x,2013-09-10,16:15-17:15,,,,,,,,,,,,,85,151,119,155,,,,,37.806655,-122.269751
http://records.oaklandnet.com/request/1025,Broadway  16th St  Oakland,x,2013-09-10,07:55-08:55,,,,,,,,,,,,,49,9,0,83,,,,,37.805977,-122.270167
http://records.oaklandnet.com/request/1025,Broadway  16th St  Oakland,x,2013-09-10,16:15-17:15,,,,,,,,,,,,,66,62,0,143,,,,,37.805977,-122.270167
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  16th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,68,23,80,0,,,,,37.806104,-122.270478
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  16th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,177,59,175,0,,,,,37.806104,-122.270478
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  16th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,80,51,142,0,,,,,37.806104,-122.270478
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  17th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,51,46,92,40,,,,,37.806820,-122.270269
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  17th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,98,59,115,53,,,,,37.806820,-122.270269
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  17th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,66,69,98,38,,,,,37.806820,-122.270269
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  20th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,56,77,149,74,,,,,37.809558,-122.269598
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  20th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,99,89,67,68,,,,,37.809558,-122.269598
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  20th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,144,95,66,59,,,,,37.809558,-122.269598
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  27th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,17,18,18,20,,,,,37.816178,-122.267914
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  27th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,15,23,23,34,,,,,37.816178,-122.267914
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  27th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,15,25,45,29,,,,,37.816178,-122.267914
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  29th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,20,22,24,22,,,,,37.818182,-122.267425
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  29th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,36,17,22,52,,,,,37.818182,-122.267425
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  29th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,17,14,42,30,,,,,37.818182,-122.267425
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  34th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,24,48,27,23,,,,,37.822466,-122.266256
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  34th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,17,72,40,17,,,,,37.822466,-122.266256
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  34th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,37,79,35,29,,,,,37.822466,-122.266256
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  38th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,9,40,0,21,,,,,37.827043,-122.265044
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  38th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,7,23,0,43,,,,,37.827043,-122.265044
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  38th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,2,37,0,34,,,,,37.827043,-122.265044
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  40th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,50,57,51,42,,,,,37.829144,-122.264470
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  40th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,6,20,6,15,,,,,37.829144,-122.264470
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  40th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,3,30,14,49,,,,,37.829144,-122.264470
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  41st St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,40,43,83,67,,,,,37.829962,-122.264260
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  41st St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,26,68,62,8,,,,,37.829962,-122.264260
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  41st St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,38,58,60,14,,,,,37.829962,-122.264260
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  45th St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,58,59,52,85,,,,,37.833034,-122.263445
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  45th St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,44,12,46,60,,,,,37.833034,-122.263445
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  45th St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,30,35,75,58,,,,,37.833034,-122.263445
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  51st St  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,16,17,33,38,,,,,37.837258,-122.262308
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  51st St  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,34,31,67,73,,,,,37.837258,-122.262308
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  51st St  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,43,21,82,36,,,,,37.837258,-122.262308
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Aileen  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,2,0,1,0,,,,,37.841782,-122.261696
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Aileen  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,3,1,6,0,,,,,37.841782,-122.261696
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Aileen  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,1,6,15,0,,,,,37.841782,-122.261696
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Alcatraz  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,38,31,29,28,,,,,37.850195,-122.260511
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Alcatraz  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,23,27,28,21,,,,,37.850195,-122.260511
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Alcatraz  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,26,34,24,31,,,,,37.850195,-122.260511
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Claremont  Oakland,x,2003-09-16,07:00-08:00,,,,,,,,,,,,,0,17,34,13,,,,,37.837987,-122.262217
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Claremont  Oakland,x,2003-09-16,11:00-12:00,,,,,,,,,,,,,1,30,28,22,,,,,37.837987,-122.262217
http://www2.oaklandnet.com/oakca/groups/pwa/documents/report/oak024977.pdf,Telegraph Ave  Claremont  Oakland,x,2003-09-16,16:00-17:00,,,,,,,,,,,,,0,30,50,8,,,,,37.837987,-122.262217
